label,wrist_x,wrist_y,wrist_z,thumb_cmc_x,thumb_cmc_y,thumb_cmc_z,thumb_mcp_x,thumb_mcp_y,thumb_mcp_z,thumb_ip_x,thumb_ip_y,thumb_ip_z,thumb_tip_x,thumb_tip_y,thumb_tip_z,index_mcp_x,index_mcp_y,index_mcp_z,index_pip_x,index_pip_y,index_pip_z,index_dip_x,index_dip_y,index_dip_z,index_tip_x,index_tip_y,index_tip_z,middle_mcp_x,middle_mcp_y,middle_mcp_z,middle_pip_x,middle_pip_y,middle_pip_z,middle_dip_x,middle_dip_y,middle_dip_z,middle_tip_x,middle_tip_y,middle_tip_z,ring_mcp_x,ring_mcp_y,ring_mcp_z,ring_pip_x,ring_pip_y,ring_pip_z,ring_dip_x,ring_dip_y,ring_dip_z,ring_tip_x,ring_tip_y,ring_tip_z,pinky_mcp_x,pinky_mcp_y,pinky_mcp_z,pinky_pip_x,pinky_pip_y,pinky_pip_z,pinky_dip_x,pinky_dip_y,pinky_dip_z,pinky_tip_x,pinky_tip_y,pinky_tip_z
Five,0.0,0.0,0.0,0.012732982635498047,-0.009386897087097168,-0.007758423905187328,0.024801939725875854,-0.02173978090286255,-0.011778750210368116,0.03536069393157959,-0.029448747634887695,-0.015287977396809538,0.04497984051704407,-0.032601237297058105,-0.01890855257894941,0.013243407011032104,-0.06247404217720032,-0.006878293804192026,0.01793721318244934,-0.08569258451461792,-0.011122751734518488,0.02041110396385193,-0.09963661432266235,-0.01495518603857704,0.022057443857192993,-0.11238902807235718,-0.017990831039213617,0.003966987133026123,-0.06616416573524475,-0.006877792752646883,0.005082190036773682,-0.09461760520935059,-0.010558313443624456,0.005566030740737915,-0.11172839999198914,-0.014539511627816637,0.005219101905822754,-0.12600505352020264,-0.01773362582113691,-0.004697948694229126,-0.06282791495323181,-0.007748390301429708,-0.006778091192245483,-0.08915457129478455,-0.011811191900932272,-0.007694661617279053,-0.10543540120124817,-0.015340973376595457,-0.008526086807250977,-0.11947491765022278,-0.017925439155959566,-0.012643367052078247,-0.054182469844818115,-0.009351439527534922,-0.017483562231063843,-0.0723937451839447,-0.013241831898056944,-0.020580261945724487,-0.08519548177719116,-0.015368805020415266,-0.022727131843566895,-0.09771022200584412,-0.0168022641309733
Five,-0.0,0.0,0.0,-0.012732982635498047,-0.009386897087097168,-0.007758423905187328,-0.024801939725875854,-0.02173978090286255,-0.011778750210368116,-0.03536069393157959,-0.029448747634887695,-0.015287977396809538,-0.04497984051704407,-0.032601237297058105,-0.01890855257894941,-0.013243407011032104,-0.06247404217720032,-0.006878293804192026,-0.01793721318244934,-0.08569258451461792,-0.011122751734518488,-0.02041110396385193,-0.09963661432266235,-0.01495518603857704,-0.022057443857192993,-0.11238902807235718,-0.017990831039213617,-0.003966987133026123,-0.06616416573524475,-0.006877792752646883,-0.005082190036773682,-0.09461760520935059,-0.010558313443624456,-0.005566030740737915,-0.11172839999198914,-0.014539511627816637,-0.005219101905822754,-0.12600505352020264,-0.01773362582113691,0.004697948694229126,-0.06282791495323181,-0.007748390301429708,0.006778091192245483,-0.08915457129478455,-0.011811191900932272,0.007694661617279053,-0.10543540120124817,-0.015340973376595457,0.008526086807250977,-0.11947491765022278,-0.017925439155959566,0.012643367052078247,-0.054182469844818115,-0.009351439527534922,0.017483562231063843,-0.0723937451839447,-0.013241831898056944,0.020580261945724487,-0.08519548177719116,-0.015368805020415266,0.022727131843566895,-0.09771022200584412,-0.0168022641309733
Five,0.0,0.0,0.0,0.01541673122718676,-0.003545008037837533,-0.007758423905187328,0.03140449977424042,-0.010075300581133038,-0.011778750210368116,0.04415886753731265,-0.012946112559692526,-0.015287977396809538,0.054238104109874175,-0.012010611508339673,-0.01890855257894941,0.037009478553062254,-0.052045098447873875,-0.006878293804192026,0.0505548079430375,-0.07147848663332318,-0.011122751734518488,0.05837302245642173,-0.08328660353267038,-0.01495518603857704,0.06495785669202317,-0.09433080787601096,-0.017990831039213617,0.029967483689634727,-0.05912177040368469,-0.006877792752646883,0.04231280545991677,-0.08478175726672363,-0.010558313443624456,0.04956542993186019,-0.10028700922176619,-0.014539511627816637,0.05492812649760406,-0.11352274422685395,-0.01773362582113691,0.020690536621183135,-0.059508985150409165,-0.007748390301429708,0.02925809417267244,-0.08448931310142277,-0.011811191900932272,0.03489569352175328,-0.09979039140873462,-0.015340973376595457,0.039719541778646304,-0.11300136328676157,-0.017925439155959566,0.009961050818262875,-0.054739128925241284,-0.009351439527534922,0.012767203267146827,-0.07337252762976586,-0.013241831898056944,0.015020305562804898,-0.08634933536398713,-0.015368805020415266,0.018030598759364618,-0.09868489000168676,-0.0168022641309733
Five,0.0,0.0,0.0,0.012243831352905153,-0.00902628929541447,-0.007460375669926124,0.02384914641931141,-0.020904623735344133,-0.011326256797184606,0.034002274676236725,-0.028317442182840612,-0.014700673230458726,0.043251891354654015,-0.03134882554919998,-0.018182160105894216,0.012734647224673322,-0.060074034360135954,-0.006614056717510436,0.01724813576158831,-0.08240061131211258,-0.010695459211419147,0.019626989356232773,-0.09580896615221172,-0.01438066641174656,0.021210083324132416,-0.10807148215207156,-0.017299693830464948,0.0038145910370211327,-0.06362239783548684,-0.006613574914401654,0.004886952216536802,-0.09098276769571162,-0.010152704427197436,0.005352205657195191,-0.10743623281304633,-0.013980960582502765,0.005018604468238967,-0.12116443327379149,-0.01705236942868348,-0.004517471920238151,-0.060414312731209424,-0.007450727517895532,-0.006517703497144477,-0.08572960213034983,-0.011357452205160996,-0.007399062879186284,-0.10138498636878739,-0.014751633312432903,-0.008198547972348447,-0.11488515962735707,-0.017236814047044892,-0.012157658448928573,-0.05210099173577278,-0.008992193876305407,-0.016811912301551234,-0.06961266126023725,-0.012733132621364598,-0.019789648951500836,-0.08192260531333329,-0.014778395773590578,-0.02185404452308743,-0.09395657827720602,-0.016156787003939684
Five,0.0,0.0,0.0,-0.012171626091003418,-0.009520292282104492,-0.005813519252420463,-0.023395121097564697,-0.022471249103546143,-0.010895494153679408,-0.03291052579879761,-0.03268522024154663,-0.01586909477222065,-0.04143965244293213,-0.03810596466064453,-0.021250030739189185,-0.012562811374664307,-0.060673654079437256,-0.007978063790083922,-0.016044557094573975,-0.08578413724899292,-0.012473232826174296,-0.018053114414215088,-0.10129725933074951,-0.016315749628425635,-0.01965230703353882,-0.11436814069747925,-0.019310665098906554,-0.003536224365234375,-0.06404471397399902,-0.008950313335240878,-0.002723097801208496,-0.09276562929153442,-0.012380350163162746,-0.0021747350692749023,-0.11086183786392212,-0.0158290106486092,-0.0016258955001831055,-0.12559878826141357,-0.01882849891293148,0.005148410797119141,-0.06041190028190613,-0.01054667939055065,0.008753716945648193,-0.08571463823318481,-0.014299480026544131,0.01140981912612915,-0.1019429862499237,-0.018601122094274558,0.013533473014831543,-0.11554574966430664,-0.021972835777283706,0.013133227825164795,-0.05175048112869263,-0.012605501120866336,0.02075260877609253,-0.06856933236122131,-0.016166672823906936,0.026274383068084717,-0.07805368304252625,-0.018541957033754386,0.030640482902526855,-0.08699843287467957,-0.02043507505762676
Five,-0.0,0.0,0.0,0.012171626091003418,-0.009520292282104492,-0.005813519252420463,0.023395121097564697,-0.022471249103546143,-0.010895494153679408,0.03291052579879761,-0.03268522024154663,-0.01586909477222065,0.04143965244293213,-0.03810596466064453,-0.021250030739189185,0.012562811374664307,-0.060673654079437256,-0.007978063790083922,0.016044557094573975,-0.08578413724899292,-0.012473232826174296,0.018053114414215088,-0.10129725933074951,-0.016315749628425635,0.01965230703353882,-0.11436814069747925,-0.019310665098906554,0.003536224365234375,-0.06404471397399902,-0.008950313335240878,0.002723097801208496,-0.09276562929153442,-0.012380350163162746,0.0021747350692749023,-0.11086183786392212,-0.0158290106486092,0.0016258955001831055,-0.12559878826141357,-0.01882849891293148,-0.005148410797119141,-0.06041190028190613,-0.01054667939055065,-0.008753716945648193,-0.08571463823318481,-0.014299480026544131,-0.01140981912612915,-0.1019429862499237,-0.018601122094274558,-0.013533473014831543,-0.11554574966430664,-0.021972835777283706,-0.013133227825164795,-0.05175048112869263,-0.012605501120866336,-0.02075260877609253,-0.06856933236122131,-0.016166672823906936,-0.026274383068084717,-0.07805368304252625,-0.018541957033754386,-0.030640482902526855,-0.08699843287467957,-0.02043507505762676
Five,0.0,0.0,0.0,-0.008904769259189274,-0.01262891647278147,-0.005813519252420463,-0.015911328285237204,-0.028268681604255094,-0.010895494153679408,-0.022072714628187898,-0.04079487222108083,-0.01586909477222065,-0.028673652851076932,-0.04844719774646649,-0.021250030739189185,0.00548897272093191,-0.061716996908918645,-0.007978063790083922,0.009405028045478526,-0.086763422381663,-0.012473232826174296,0.011960726932919611,-0.10219584482360322,-0.016315749628425635,0.014203269961020719,-0.11517183640436256,-0.019310665098906554,0.015104432862190598,-0.06233848232580096,-0.008950313335240878,0.024174828212694413,-0.08960164574591278,-0.012380350163162746,0.029924319991313647,-0.10676896384364491,-0.0158290106486092,0.03470443114622215,-0.1207199304494914,-0.01882849891293148,0.02237044360458051,-0.05635305743560988,-0.01054667939055065,0.03312727413632925,-0.07953747843694045,-0.014299480026544131,0.04035549125506857,-0.09430795694746652,-0.018601122094274558,0.04631591148533469,-0.10671837470938374,-0.021972835777283706,0.027514648636292133,-0.04575519730675677,-0.012605501120866336,0.03966527924742975,-0.05965810702411369,-0.016166672823906936,0.04769011125269689,-0.06714442591024962,-0.018541957033754386,0.054452694004930594,-0.07444777116042872,-0.02043507505762676
Five,0.0,0.0,0.0,-0.01266317245324891,-0.009904765564786191,-0.0060482959551392225,-0.024339923918799952,-0.023378741715410444,-0.011335504426428973,-0.03423960451967144,-0.034005200085554514,-0.016509961961952972,-0.043113176609608325,-0.03964485914924863,-0.022108204924738143,-0.013070155601690545,-0.06312393588434194,-0.008300254777915602,-0.016692510261612788,-0.08924849610193844,-0.012976959458532717,-0.018782182383536638,-0.10538810955545956,-0.01697465479994489,-0.02044595777172635,-0.11898685335725928,-0.020090518761099192,-0.0036790334040446965,-0.06663113471512261,-0.009311768240937235,-0.0028330690415518138,-0.09651193297181027,-0.012880325765479851,-0.002262560895023847,-0.1153389498542534,-0.01646825905667688,-0.0016915566544554212,-0.13067104623341722,-0.019588880482164492,0.005356327354836919,-0.06285161126200742,-0.010972602915430086,0.009107232382993127,-0.08917619039554153,-0.014876958938276818,0.011870600211860437,-0.10605991390387377,-0.01935232113955932,0.014080017032800103,-0.1202120196019281,-0.022860200161778282,0.013663608097589744,-0.05384040408172065,-0.013114569356607096,0.02159069477008573,-0.07133847804740644,-0.01681955758694433,0.027335463758602123,-0.08120585052389302,-0.019290766721195483,0.03187788682831083,-0.09051183058184507,-0.021260337576511936
Five,0.0,0.0,0.0,0.013000249862670898,-0.009147047996520996,-0.007202999515953934,0.02567252516746521,-0.02096027135848999,-0.01141362855074135,0.03588569164276123,-0.028991878032684326,-0.01530362697181431,0.04473161697387695,-0.03003615140914917,-0.019273382926854765,0.013918429613113403,-0.06183710694313049,-0.00585124999147979,0.018826454877853394,-0.08434069156646729,-0.010086621473107016,0.02126699686050415,-0.09857124090194702,-0.013949473703775084,0.022827893495559692,-0.11176630854606628,-0.01686332685736147,0.004796028137207031,-0.0656680166721344,-0.005865213776502287,0.005868285894393921,-0.0938103199005127,-0.009290395619842684,0.006325751543045044,-0.11062774062156677,-0.012535546290251887,0.006252795457839966,-0.12410140037536621,-0.01500363493201462,-0.0037374794483184814,-0.06292110681533813,-0.006777072640630877,-0.006271928548812866,-0.08890300989151001,-0.010462778004381335,-0.007771283388137817,-0.10458651185035706,-0.01353560512748686,-0.009003281593322754,-0.11815634369850159,-0.015570446232828772,-0.011900186538696289,-0.054947853088378906,-0.008425842354569113,-0.01706516742706299,-0.07366564869880676,-0.01193997388568846,-0.020627200603485107,-0.08542227745056152,-0.013603345806274092,-0.02355155348777771,-0.09719207882881165,-0.01456155380097357
Five,-0.0,0.0,0.0,-0.013000249862670898,-0.009147047996520996,-0.007202999515953934,-0.02567252516746521,-0.02096027135848999,-0.01141362855074135,-0.03588569164276123,-0.028991878032684326,-0.01530362697181431,-0.04473161697387695,-0.03003615140914917,-0.019273382926854765,-0.013918429613113403,-0.06183710694313049,-0.00585124999147979,-0.018826454877853394,-0.08434069156646729,-0.010086621473107016,-0.02126699686050415,-0.09857124090194702,-0.013949473703775084,-0.022827893495559692,-0.11176630854606628,-0.01686332685736147,-0.004796028137207031,-0.0656680166721344,-0.005865213776502287,-0.005868285894393921,-0.0938103199005127,-0.009290395619842684,-0.006325751543045044,-0.11062774062156677,-0.012535546290251887,-0.006252795457839966,-0.12410140037536621,-0.01500363493201462,0.0037374794483184814,-0.06292110681533813,-0.006777072640630877,0.006271928548812866,-0.08890300989151001,-0.010462778004381335,0.007771283388137817,-0.10458651185035706,-0.01353560512748686,0.009003281593322754,-0.11815634369850159,-0.015570446232828772,0.011900186538696289,-0.054947853088378906,-0.008425842354569113,0.01706516742706299,-0.07366564869880676,-0.01193997388568846,0.020627200603485107,-0.08542227745056152,-0.013603345806274092,0.02355155348777771,-0.09719207882881165,-0.01456155380097357
