label,wrist_x,wrist_y,wrist_z,thumb_cmc_x,thumb_cmc_y,thumb_cmc_z,thumb_mcp_x,thumb_mcp_y,thumb_mcp_z,thumb_ip_x,thumb_ip_y,thumb_ip_z,thumb_tip_x,thumb_tip_y,thumb_tip_z,index_mcp_x,index_mcp_y,index_mcp_z,index_pip_x,index_pip_y,index_pip_z,index_dip_x,index_dip_y,index_dip_z,index_tip_x,index_tip_y,index_tip_z,middle_mcp_x,middle_mcp_y,middle_mcp_z,middle_pip_x,middle_pip_y,middle_pip_z,middle_dip_x,middle_dip_y,middle_dip_z,middle_tip_x,middle_tip_y,middle_tip_z,ring_mcp_x,ring_mcp_y,ring_mcp_z,ring_pip_x,ring_pip_y,ring_pip_z,ring_dip_x,ring_dip_y,ring_dip_z,ring_tip_x,ring_tip_y,ring_tip_z,pinky_mcp_x,pinky_mcp_y,pinky_mcp_z,pinky_pip_x,pinky_pip_y,pinky_pip_z,pinky_dip_x,pinky_dip_y,pinky_dip_z,pinky_tip_x,pinky_tip_y,pinky_tip_z
One,0.0,0.0,0.0,-0.025534987449645996,-0.03330039978027344,-0.01594925498616817,-0.04183557629585266,-0.08684134483337402,-0.026715703439236904,-0.035651594400405884,-0.11948984861373901,-0.03662804713499668,-0.01847541332244873,-0.13995450735092163,-0.04491572281372669,-0.02032649517059326,-0.18765276670455933,-0.019624073189021374,-0.02151721715927124,-0.2631595730781555,-0.041396232452513004,-0.0238037109375,-0.31339386105537415,-0.05535370683324459,-0.02533102035522461,-0.35329002141952515,-0.06491969725144031,0.004998326301574707,-0.17361879348754883,-0.020855963360787655,0.003312826156616211,-0.21098384261131287,-0.045314708855272556,-0.008912861347198486,-0.15059423446655273,-0.04911038851392391,-0.011687874794006348,-0.11884582042694092,-0.04691352522027614,0.028611421585083008,-0.14860951900482178,-0.02485193511498096,0.026491820812225342,-0.165705144405365,-0.04703944375765445,0.01189488172531128,-0.11176508665084839,-0.03941983556401851,0.01105564832687378,-0.09228849411010742,-0.02972930124056461,0.050313353538513184,-0.11720919609069824,-0.030525777619601513,0.04609537124633789,-0.13093489408493042,-0.04506107246530178,0.031206190586090088,-0.09653681516647339,-0.039473379161478306,0.030548810958862305,-0.08514595031738281,-0.03247076844823482
One,-0.0,0.0,0.0,0.025534987449645996,-0.03330039978027344,-0.01594925498616817,0.04183557629585266,-0.08684134483337402,-0.026715703439236904,0.035651594400405884,-0.11948984861373901,-0.03662804713499668,0.01847541332244873,-0.13995450735092163,-0.04491572281372669,0.02032649517059326,-0.18765276670455933,-0.019624073189021374,0.02151721715927124,-0.2631595730781555,-0.041396232452513004,0.0238037109375,-0.31339386105537415,-0.05535370683324459,0.02533102035522461,-0.35329002141952515,-0.06491969725144031,-0.004998326301574707,-0.17361879348754883,-0.020855963360787655,-0.003312826156616211,-0.21098384261131287,-0.045314708855272556,0.008912861347198486,-0.15059423446655273,-0.04911038851392391,0.011687874794006348,-0.11884582042694092,-0.04691352522027614,-0.028611421585083008,-0.14860951900482178,-0.02485193511498096,-0.026491820812225342,-0.165705144405365,-0.04703944375765445,-0.01189488172531128,-0.11176508665084839,-0.03941983556401851,-0.01105564832687378,-0.09228849411010742,-0.02972930124056461,-0.050313353538513184,-0.11720919609069824,-0.030525777619601513,-0.04609537124633789,-0.13093489408493042,-0.04506107246530178,-0.031206190586090088,-0.09653681516647339,-0.039473379161478306,-0.030548810958862305,-0.08514595031738281,-0.03247076844823482
One,0.0,0.0,0.0,-0.020758614481236864,-0.03646960562439629,-0.01594925498616817,-0.029610621925510817,-0.09173246800157263,-0.026715703439236904,-0.019035028878554277,-0.12323363088304233,-0.03662804713499668,0.0007698097328210744,-0.14116661226454982,-0.04491572281372669,0.005436267408901279,-0.18867213428181395,-0.019624073189021374,0.014546644380590654,-0.2636367703379423,-0.041396232452513004,0.01912735968129293,-0.31371399859300775,-0.05535370683324459,0.023051307105980093,-0.3534460879222617,-0.06491969725144031,0.028612285505239414,-0.17131785031354965,-0.020855963360787655,0.032034580799432937,-0.20856400047271775,-0.045314708855272556,0.011693118984676053,-0.1504039012804244,-0.04911038851392391,0.0046173537245793525,-0.1193298600298147,-0.04691352522027614,0.048596844162564413,-0.14332393143297203,-0.02485193511498096,0.04882679249692848,-0.16054892022935505,-0.04703944375765445,0.02701513980026463,-0.10910135208558579,-0.03941983556401851,0.02352948597604211,-0.08992083626580703,-0.02972930124056461,0.06581710416201299,-0.10925904078036702,-0.030525777619601513,0.0635089975755514,-0.12343150718644844,-0.04506107246530178,0.04407099060342345,-0.09138342738491584,-0.039473379161478306,0.04186740862158168,-0.08018842062145903,-0.03247076844823482
One,0.0,0.0,0.0,-0.025694386395187313,-0.033508273335000935,-0.01604881620318377,-0.04209672961581502,-0.08738344099939432,-0.026882472855748518,-0.035874144991648496,-0.12023574895574939,-0.03685669310954706,-0.01859074376495808,-0.14082815574959356,-0.04519610356068622,-0.02045338075857847,-0.18882416548435516,-0.019746573996187386,-0.02165153567941678,-0.26480231359410367,-0.04165464322382534,-0.023952302607297762,-0.31535018279196625,-0.055699245381811396,-0.025489146061848537,-0.3554953899162041,-0.06532495029129973,0.005029527724466085,-0.1747025869557322,-0.020986154087315856,0.0033335060569751845,-0.2123008826962088,-0.0455975802223835,-0.008968498762462581,-0.15153430002271978,-0.049416953933612506,-0.011760834881472903,-0.11958770050404703,-0.0472063769973324,0.028790024783541347,-0.14953719522449813,-0.0250070701922862,0.026657192669613774,-0.1667395379150964,-0.04733308156533327,0.0119691340274944,-0.11246276613847728,-0.03966590892648667,0.011124661820185825,-0.09286459341995655,-0.02991488266208561,0.050627428315972986,-0.11794085974635678,-0.030716330944681007,0.046383115800177635,-0.13175223868292008,-0.04534236053916882,0.031400991303481986,-0.09713943408585986,-0.03971978676311507,0.030739508066663358,-0.08567746319650477,-0.032673463133782304
One,0.0,0.0,0.0,0.03963848203420639,-0.04917013645172119,-0.014146191995477678,0.07368763536214828,-0.12529504299163818,-0.025399820875263216,0.05970587581396103,-0.19345760345458984,-0.03710424527142048,0.03949382156133652,-0.24071264266967773,-0.04908197372767925,0.048493631184101105,-0.26925602555274963,-0.020092934366202356,0.04752091318368912,-0.35996711254119873,-0.03626837581012249,0.047066785395145416,-0.4233527183532715,-0.044468678530192374,0.04472709447145462,-0.47614437341690063,-0.05204501747701168,0.0048333629965782166,-0.2638052701950073,-0.02829370274755955,0.018757589161396027,-0.29321742057800293,-0.05360821634147167,0.022310473024845123,-0.1981537938117981,-0.05752168967936039,0.022744454443454742,-0.16768640279769897,-0.05590571090195179,-0.03183600306510925,-0.2323594093322754,-0.03774329647037983,-0.021016009151935577,-0.2430521845817566,-0.06936985998961925,-0.009026147425174713,-0.15465480089187622,-0.06226862221572399,-0.0055469125509262085,-0.13093239068984985,-0.05169435590121746,-0.06947284191846848,-0.18696415424346924,-0.04773813113186359,-0.06828784942626953,-0.21946942806243896,-0.06994082778308391,-0.04941020905971527,-0.1628878116607666,-0.06170116364572048,-0.03831087797880173,-0.13900238275527954,-0.05211043729994297
One,-0.0,0.0,0.0,-0.03963848203420639,-0.04917013645172119,-0.014146191995477678,-0.07368763536214828,-0.12529504299163818,-0.025399820875263216,-0.05970587581396103,-0.19345760345458984,-0.03710424527142048,-0.03949382156133652,-0.24071264266967773,-0.04908197372767925,-0.048493631184101105,-0.26925602555274963,-0.020092934366202356,-0.04752091318368912,-0.35996711254119873,-0.03626837581012249,-0.047066785395145416,-0.4233527183532715,-0.044468678530192374,-0.04472709447145462,-0.47614437341690063,-0.05204501747701168,-0.0048333629965782166,-0.2638052701950073,-0.02829370274755955,-0.018757589161396027,-0.29321742057800293,-0.05360821634147167,-0.022310473024845123,-0.1981537938117981,-0.05752168967936039,-0.022744454443454742,-0.16768640279769897,-0.05590571090195179,0.03183600306510925,-0.2323594093322754,-0.03774329647037983,0.021016009151935577,-0.2430521845817566,-0.06936985998961925,0.009026147425174713,-0.15465480089187622,-0.06226862221572399,0.0055469125509262085,-0.13093239068984985,-0.05169435590121746,0.06947284191846848,-0.18696415424346924,-0.04773813113186359,0.06828784942626953,-0.21946942806243896,-0.06994082778308391,0.04941020905971527,-0.1628878116607666,-0.06170116364572048,0.03831087797880173,-0.13900238275527954,-0.05211043729994297
One,0.0,0.0,0.0,0.05253370894296178,-0.03505882201890362,-0.014146191995477678,0.10779848881999415,-0.0975100057002715,-0.025399820875263216,0.11485017107782328,-0.16673354234976295,-0.03710424527142048,0.10970177373739609,-0.21787119846691025,-0.04908197372767925,0.1268290269588079,-0.2424145983280804,-0.020092934366202356,0.15304000154716965,-0.32926177614096364,-0.03626837581012249,0.17157051658309713,-0.38987993570321916,-0.044468678530192374,0.1851323137998512,-0.44095351648846703,-0.05204501747701168,0.08353780421214599,-0.2502758822738034,-0.02829370274755955,0.10562383581688736,-0.27417495908432704,-0.05360821634147167,0.08057264300144537,-0.18240266557362195,-0.05752168967936039,0.07187144672827651,-0.15320096290933372,-0.05590571090195179,0.03914000082197211,-0.23124118692841372,-0.03774329647037983,0.05266348343513366,-0.23820704142219626,-0.06936985998961925,0.03765724224709052,-0.15027145731172906,-0.06226862221572399,0.03387979256926398,-0.12659470299373016,-0.05169435590121746,-0.010354371039028296,-0.19918548575784933,-0.04773813113186359,0.0005013418557041627,-0.22984735997975406,-0.06994082778308391,0.0015861013453139783,-0.17020955387251485,-0.06170116364572048,0.005030944834359417,-0.14409745097407348,-0.05211043729994297
One,0.0,0.0,0.0,0.028580200346677086,-0.035452728730906796,-0.01019970948999552,0.053130374162806915,-0.09034042797240112,-0.01831381859573442,0.04304922401327754,-0.13948710398518382,-0.02675296099013885,0.028475897026148864,-0.17355900630959215,-0.035389161505651974,0.034964953844182335,-0.19413940090356593,-0.014487438980209523,0.034263603189316115,-0.25954405079801623,-0.02615028108309927,0.03393616726055446,-0.30524643949295227,-0.032062876183001174,0.03224919964936592,-0.34331036124074177,-0.03752557994667126,0.003484958951536365,-0.19020928874562396,-0.020400369831941517,0.013524626290954545,-0.21141608344192947,-0.038652680038178566,0.016086332174096704,-0.1428731585056198,-0.04147437870846867,0.01639924213568137,-0.12090551255812694,-0.04030922316153173,-0.022954444750257076,-0.16753614493665964,-0.027213730685665564,-0.015152995806741256,-0.17524586648019505,-0.050017165006807036,-0.0065080469415433224,-0.11150944655879963,-0.04489701943432583,-0.003999443567848087,-0.09440507723166719,-0.03727274538854081,-0.05009141719830262,-0.13480518707336445,-0.03442022201423386,-0.0492370120571792,-0.1582421904699137,-0.050428845098760056,-0.03562582625841299,-0.11744562486724701,-0.04448786956816436,-0.027622969193077846,-0.1002237155394369,-0.037572749049776845
One,0.0,0.0,0.0,-0.02315133810043335,-0.035461485385894775,-0.015322542633679603,-0.03823292255401611,-0.08953672647476196,-0.025830616127517914,-0.02557191252708435,-0.1287563443183899,-0.036597045954135154,-0.007046341896057129,-0.15170687437057495,-0.04640794440713236,-0.017902016639709473,-0.18073713779449463,-0.015181617695656513,-0.018097609281539917,-0.2538757920265198,-0.03266667842474291,-0.019593358039855957,-0.30097705125808716,-0.043408690836098884,-0.020489513874053955,-0.3420785665512085,-0.051355319913295006,0.0053244829177856445,-0.16602402925491333,-0.019032767858174537,0.0010560154914855957,-0.21408039331436157,-0.045915561612513756,-0.008063465356826782,-0.16021525859832764,-0.05058623373117754,-0.0087338387966156,-0.1314660906791687,-0.04714465036597559,0.02672523260116577,-0.14227205514907837,-0.025353961508539413,0.02239704132080078,-0.16657406091690063,-0.04837451770510981,0.011287212371826172,-0.11449193954467773,-0.04042146250214884,0.010656118392944336,-0.09719961881637573,-0.02909690036979029,0.04752540588378906,-0.11204284429550171,-0.03362648456898043,0.04279494285583496,-0.1349412202835083,-0.04497877776232073,0.030938029289245605,-0.10173666477203369,-0.036980501260426735,0.030125677585601807,-0.0918779969215393,-0.028234434198406433
One,-0.0,0.0,0.0,0.02315133810043335,-0.035461485385894775,-0.015322542633679603,0.03823292255401611,-0.08953672647476196,-0.025830616127517914,0.02557191252708435,-0.1287563443183899,-0.036597045954135154,0.007046341896057129,-0.15170687437057495,-0.04640794440713236,0.017902016639709473,-0.18073713779449463,-0.015181617695656513,0.018097609281539917,-0.2538757920265198,-0.03266667842474291,0.019593358039855957,-0.30097705125808716,-0.043408690836098884,0.020489513874053955,-0.3420785665512085,-0.051355319913295006,-0.0053244829177856445,-0.16602402925491333,-0.019032767858174537,-0.0010560154914855957,-0.21408039331436157,-0.045915561612513756,0.008063465356826782,-0.16021525859832764,-0.05058623373117754,0.0087338387966156,-0.1314660906791687,-0.04714465036597559,-0.02672523260116577,-0.14227205514907837,-0.025353961508539413,-0.02239704132080078,-0.16657406091690063,-0.04837451770510981,-0.011287212371826172,-0.11449193954467773,-0.04042146250214884,-0.010656118392944336,-0.09719961881637573,-0.02909690036979029,-0.04752540588378906,-0.11204284429550171,-0.03362648456898043,-0.04279494285583496,-0.1349412202835083,-0.04497877776232073,-0.030938029289245605,-0.10173666477203369,-0.036980501260426735,-0.030125677585601807,-0.0918779969215393,-0.028234434198406433
